gap_id,cell_a,cell_b,compartment_a,compartment_b,placement_policy,anatomical_weight,normalized_weight,g0_uS,g_uS,active_in_v0,evidence
RMER__RMEV,RMER,RMEV,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMER__RMDL,RMER,RMDL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMED__RMEV,RMED,RMEV,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
RMEV__SMDVL,RMEV,SMDVL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDDL__RMDL,RMDDL,RMDL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDDL__RMDVL,RMDDL,RMDVL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
RMDDL__SMDDL,RMDDL,SMDDL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
RMDDL__SIBVR,RMDDL,SIBVR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
RMDDR__RMDL,RMDDR,RMDL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDDR__RMDVR,RMDDR,RMDVR,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
RMDDR__SMDDR,RMDDR,SMDDR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDDR__SIADL,RMDDR,SIADL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDL__RMDVL,RMDL,RMDVL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDL__SMDDL,RMDL,SMDDL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
RMDL__SIBVL,RMDL,SIBVL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
RMDL__SIAVR,RMDL,SIAVR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDR__RMDVR,RMDR,RMDVR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDVL__SMDVL,RMDVL,SMDVL,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
RMDVL__SIBVR,RMDVL,SIBVR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDVL__SIAVR,RMDVL,SIAVR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMDVR__SMDVR,RMDVR,SMDVR,0,0,soma_compartment_0_v0,8.0,0.36642076762465037,0.0001,3.6642076762465036e-05,True,Cook2019_SI5_gap_junction
RMDVR__SIAVL,RMDVR,SIAVL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RIVL__RIVR,RIVL,RIVR,0,0,soma_compartment_0_v0,28.0,0.5615480254361476,0.0001,5.615480254361476e-05,True,Cook2019_SI5_gap_junction
RIVL__SMDVL,RIVL,SMDVL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
RIVL__SIBDR,RIVL,SIBDR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RIVR__SMDVR,RIVR,SMDVR,0,0,soma_compartment_0_v0,8.0,0.36642076762465037,0.0001,3.6642076762465036e-05,True,Cook2019_SI5_gap_junction
RMHL__SMDDL,RMHL,SMDDL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
RMHL__SIBVR,RMHL,SIBVR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
SABD__VA02,SABD,VA02,0,0,soma_compartment_0_v0,12.0,0.4277444928359701,0.0001,4.2774449283597014e-05,True,Cook2019_SI5_gap_junction
SABD__VA03,SABD,VA03,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
SABD__VB01,SABD,VB01,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
SABVR__DA01,SABVR,DA01,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
SABVR__DD01,SABVR,DD01,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
SMDDL__SIBDL,SMDDL,SIBDL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
SMDDR__SMDVL,SMDDR,SMDVL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
SMDDR__SMBDR,SMDDR,SMBDR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
SMDDR__SIADR,SMDDR,SIADR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
SMDDR__VD01,SMDDR,VD01,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
SMDVL__VB01,SMDVL,VB01,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
SMBDL__SIBDL,SMBDL,SIBDL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
SMBDL__SIBVR,SMBDL,SIBVR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
SMBDL__SIADL,SMBDL,SIADL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
SMBDR__SMBVR,SMBDR,SMBVR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
SMBDR__SIADR,SMBDR,SIADR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
SMBVL__SIBDL,SMBVL,SIBDL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
SMBVL__SIBVL,SMBVL,SIBVL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
SMBVR__SIBDR,SMBVR,SIBDR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
SIBDL__SIBVL,SIBDL,SIBVL,0,0,soma_compartment_0_v0,8.0,0.36642076762465037,0.0001,3.6642076762465036e-05,True,Cook2019_SI5_gap_junction
SIBDL__SIAVL,SIBDL,SIAVL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
SIBDR__SIBVR,SIBDR,SIBVR,0,0,soma_compartment_0_v0,10.0,0.3998856719541645,0.0001,3.998856719541645e-05,True,Cook2019_SI5_gap_junction
SIBVL__SIBVR,SIBVL,SIBVR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
SIBVL__SIAVL,SIBVL,SIAVL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DA01__DA02,DA01,DA02,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA02__DA05,DA02,DA05,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA02__AS02,DA02,AS02,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DA02__AS03,DA02,AS03,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA02__VA01,DA02,VA01,0,0,soma_compartment_0_v0,9.0,0.3839912433160672,0.0001,3.839912433160672e-05,True,Cook2019_SI5_gap_junction
DA02__VA05,DA02,VA05,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
DA03__DA04,DA03,DA04,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA03__DA05,DA03,DA05,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA03__AS04,DA03,AS04,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
DA03__VA02,DA03,VA02,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA03__VA06,DA03,VA06,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA04__VA03,DA04,VA03,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA05__AS06,DA05,AS06,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
DA06__DB01,DA06,DB01,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA07__DA08,DA07,DA08,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA07__AS10,DA07,AS10,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA08__DA09,DA08,DA09,0,0,soma_compartment_0_v0,15.0,0.4623715292417698,0.0001,4.623715292417698e-05,True,Cook2019_SI5_gap_junction
DA08__PDA,DA08,PDA,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA08__AS11,DA08,AS11,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA08__DD06,DA08,DD06,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DA08__VA10,DA08,VA10,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DA08__VA12,DA08,VA12,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
DA09__PDA,DA09,PDA,0,0,soma_compartment_0_v0,9.0,0.3839912433160672,0.0001,3.839912433160672e-05,True,Cook2019_SI5_gap_junction
DA09__VA11,DA09,VA11,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
DA09__VA12,DA09,VA12,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA09__VB11,DA09,VB11,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DA09__VD13,DA09,VD13,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
PDA__PDB,PDA,PDB,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
PDA__DD06,PDA,DD06,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DB01__DB02,DB01,DB02,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
DB01__VB03,DB01,VB03,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
DB02__DB03,DB02,DB03,0,0,soma_compartment_0_v0,14.0,0.4516087448179499,0.0001,4.516087448179499e-05,True,Cook2019_SI5_gap_junction
DB02__VB01,DB02,VB01,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DB02__VB04,DB02,VB04,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DB03__DB04,DB03,DB04,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DB03__DD03,DB03,DD03,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DB03__VB06,DB03,VB06,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DB04__DB05,DB04,DB05,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
DB04__DD03,DB04,DD03,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DB04__VB07,DB04,VB07,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DB05__DB06,DB05,DB06,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
DB06__DB07,DB06,DB07,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
DB07__AS10,DB07,AS10,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DB07__PDB,DB07,PDB,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DB07__VA10,DB07,VA10,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AS01__VA03,AS01,VA03,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
AS01__VA05,AS01,VA05,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
AS02__VA03,AS02,VA03,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
AS02__VA04,AS02,VA04,0,0,soma_compartment_0_v0,9.0,0.3839912433160672,0.0001,3.839912433160672e-05,True,Cook2019_SI5_gap_junction
AS10__VA12,AS10,VA12,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
AS11__PDB,AS11,PDB,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
AS11__VB11,AS11,VB11,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
PDB__DD06,PDB,DD06,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
PDB__VD13,PDB,VD13,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
DD01__DD02,DD01,DD02,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
DD01__VD01,DD01,VD01,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD01__VD02,DD01,VD02,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
DD01__VD03,DD01,VD03,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
DD01__HSNR,DD01,HSNR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD01__VC01,DD01,VC01,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD02__DD03,DD02,DD03,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DD02__VD03,DD02,VD03,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD02__VD04,DD02,VD04,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DD02__VD05,DD02,VD05,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD03__DD04,DD03,DD04,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
DD03__VD05,DD03,VD05,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD03__VD06,DD03,VD06,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DD03__VD07,DD03,VD07,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD04__DD05,DD04,DD05,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
DD04__VD07,DD04,VD07,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD04__VD08,DD04,VD08,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DD04__VD09,DD04,VD09,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD04__VC02,DD04,VC02,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DD04__VC03,DD04,VC03,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DD05__DD06,DD05,DD06,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
DD05__VD09,DD05,VD09,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD05__VD10,DD05,VD10,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
DD05__VD11,DD05,VD11,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
DD06__VA12,DD06,VA12,0,0,soma_compartment_0_v0,7.0,0.3467786469313273,0.0001,3.4677864693132736e-05,True,Cook2019_SI5_gap_junction
DD06__VD11,DD06,VD11,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
DD06__VD12,DD06,VD12,0,0,soma_compartment_0_v0,14.0,0.4516087448179499,0.0001,4.516087448179499e-05,True,Cook2019_SI5_gap_junction
DD06__VD13,DD06,VD13,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
VA02__VA06,VA02,VA06,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VA02__VD02,VA02,VD02,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VA03__VD03,VA03,VD03,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VA04__VA07,VA04,VA07,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VA04__VB03,VA04,VB03,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VA09__VB08,VA09,VB08,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
VA11__VA12,VA11,VA12,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VA11__VB10,VA11,VB10,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
VA12__VB11,VA12,VB11,0,0,soma_compartment_0_v0,7.0,0.3467786469313273,0.0001,3.4677864693132736e-05,True,Cook2019_SI5_gap_junction
VA12__VD12,VA12,VD12,0,0,soma_compartment_0_v0,8.0,0.36642076762465037,0.0001,3.6642076762465036e-05,True,Cook2019_SI5_gap_junction
VA12__VD13,VA12,VD13,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
VB01__VB02,VB01,VB02,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
VB02__VB03,VB02,VB03,0,0,soma_compartment_0_v0,10.0,0.3998856719541645,0.0001,3.998856719541645e-05,True,Cook2019_SI5_gap_junction
VB02__VB04,VB02,VB04,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VB02__VB07,VB02,VB07,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VB03__VB04,VB03,VB04,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VB04__VB05,VB04,VB05,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VB05__VB06,VB05,VB06,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
VB06__VB07,VB06,VB07,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
VB07__VB08,VB07,VB08,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
VB08__VB09,VB08,VB09,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
VB09__VB10,VB09,VB10,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
VB10__VD11,VB10,VD11,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VB10__VD12,VB10,VD12,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VB11__VD12,VB11,VD12,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VD01__VD02,VD01,VD02,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
VD01__VC01,VD01,VC01,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VD01__VC02,VD01,VC02,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VD02__VD03,VD02,VD03,0,0,soma_compartment_0_v0,7.0,0.3467786469313273,0.0001,3.4677864693132736e-05,True,Cook2019_SI5_gap_junction
VD03__VD04,VD03,VD04,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
VD04__VD05,VD04,VD05,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VD05__VD06,VD05,VD06,0,0,soma_compartment_0_v0,10.0,0.3998856719541645,0.0001,3.998856719541645e-05,True,Cook2019_SI5_gap_junction
VD06__VD07,VD06,VD07,0,0,soma_compartment_0_v0,15.0,0.4623715292417698,0.0001,4.623715292417698e-05,True,Cook2019_SI5_gap_junction
VD07__VD08,VD07,VD08,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
VD08__VD09,VD08,VD09,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
VD09__VD10,VD09,VD10,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
