gap_id,cell_a,cell_b,compartment_a,compartment_b,placement_policy,anatomical_weight,normalized_weight,g0_uS,g_uS,active_in_v0,evidence
VD10__VD11,VD10,VD11,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
VD11__VD12,VD11,VD12,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
VD12__VD13,VD12,VD13,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
HSNL__HSNR,HSNL,HSNR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
VC01__VC02,VC01,VC02,0,0,soma_compartment_0_v0,12.0,0.4277444928359701,0.0001,4.2774449283597014e-05,True,Cook2019_SI5_gap_junction
VC01__VC03,VC01,VC03,0,0,soma_compartment_0_v0,7.0,0.3467786469313273,0.0001,3.4677864693132736e-05,True,Cook2019_SI5_gap_junction
VC02__VC03,VC02,VC03,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
VC03__VC04,VC03,VC04,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
VC04__VC05,VC04,VC05,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
VC05__VC06,VC05,VC06,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
